,Finish_x,Color,noterating,Comments,Taste,url,Nose,Category,,Strength,Bottler,District,Vintage,Label,header,Bottled,Bottle code,Distilleries,Price_x,Barcode,Casktype,Bottling serie,Age,Number of bottles,Bottled for,Casknumber,Distillery,Market,Size,Body,overall rating,Finish_y,Price_y,Initial taste,Weighted Rate,Nose - Aroma,Presentation,number of member votes
868,Medium long. Oakiness. Whiney. Dryness.,Yellow gold,80,Not one of the best Littlemil's for me.,Lemon and lime.Juniper berries.Also lots of hot spices of pepper and cloves. Agressive and astringent. It's amazing that several Littlemill expessions 1988 do remind me of chicken liver (!?) which I'm not very fond of...,http://www.whiskybase.com/whisky/43446/littlemill-1988-br,Fresh and fruity. Orange peel. Floral notes. Wet grass and hay.Whiff of smoke.,"Single Malt from Lowlands, Scotland",,52.3 % Vol.,Berry Bros & Rudd,Lowlands,1988,,Littlemill 1988 BR,2013,,,"102,90$ 136,86 82,32",,Refill Hogshead,Berrys',24 years old,,,32,Littlemill,,700 ml,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,16
869,Roulements de tambours : ................ pomme ! Et aussi un peu de caramel,Pale straw,84,"Pas ncessairement un whisky plaisir. Ce arran, manque d'expression et est en dessous du Arran 1996-2012 Dewar Rattray.","Plus sucre : toffee, crme, pomme. L'ensemble est assez onctueux.",http://www.whiskybase.com/whisky/41533/arran-1996-dr,"Alcool moyennement intgr. Forte odeur de pomme verte, du bois et de la vanille. La cannelle apparat au bout de quelques minutes.","Single Malt from Islands, Scotland",,53.0 % Vol.,Dewar Rattray,Arran,12.03.1996,,Arran 1996 DR,04.02.2013,,,"68,00$ 90,44 54,40",,Hogshead,Individual Cask Bottling,16 years old,329,for Brachadair,231,Arran,,700 ml,0.00,85.33,0.00,0.00,0.00,0.00,0.00,0.00,5
870,"The finish is medium long and spicy, but the white fruit remains the leitmotif.",Jonquiripe corn,86,"Brachadair is a rising star, it would seem. Patrick sure knows how to select his casks. Just under 70 EUR, which is value for money if you ask me.","Very creamy and round on the palate. White fruit and pepper at first. Softens up quickly and offers vanilla and honey next. Hints of banana liqueur, who would have thought? Frangipane cake. Nougat. A slight farmy touch all the way in the back. I quite like this. Does not need water, but takes it well.",http://www.whiskybase.com/whisky/41533/arran-1996-dr,"The nose starts of fresh with loads of white fruit, Jonagold apples in the lead. Very nutty on almonds and hazelnuts. Hints of gooseberries and lime. Coconut, even. Not bad and keeps developing in the glass. After a few moments, I get some creamy butter and cooked patatoes (good!) with some green herbs. This is of to a very good start.","Single Malt from Islands, Scotland",,53.0 % Vol.,Dewar Rattray,Arran,12.03.1996,,Arran 1996 DR,04.02.2013,,,"68,00$ 90,44 54,40",,Hogshead,Individual Cask Bottling,16 years old,329,for Brachadair,231,Arran,,700 ml,0.00,85.33,0.00,0.00,0.00,0.00,0.00,0.00,5
871,The medium long finish on sherry is a bit dry.,Burnt umber,86,Do not be fooled by the initial whiff of rubber. It evaporates quickly to allow a very nice sherried Clynelish.,"The attack is fairly spicy and mildly oily. Cloves, cinnamon and aniseed again. The fruit is very clear now. Plums, sultanas, Seville oranges. Cold coffee. Whipped cream. Mild salty lining, even. It keeps improving.",http://www.whiskybase.com/whisky/50555/clynelish-1995-mos,"The nose shows quite a bit of rubber at first, if you ask me. Not so nice. It is so dominant that I have a hard time detecting any fruit. With effort some plums and oranges emerge. Hint of espresso. Beeswax? Oh, wait. The rubber disperses to reveal more sherry. Aniseed. Cough candy. Yes, it recovers nicely. Pineapple on the grill. Candied sugar. New leather. Tiger balm. Thyme. It has a strange herbal side, but it works.","Single Malt from Highlands, Scotland",,48.9 % Vol.,Malts of Scotland,,08.1995,,Clynelish 1995 MoS,10.2013,,,89.00$ 118.37 71.20,,Sherry Hogshead,,18 years old,245,Dram Brothers Whiskysociety Luxembourg & Vinothek Massen,MoS 13057,Clynelish,Luxembourg,700 ml,0.00,87.29,0.00,0.00,0.00,0.00,0.00,0.00,9
872,"raisins, custard and later mint",Deep copper,86,,"honey, orange, winey and spices",http://www.whiskybase.com/whisky/45300/benrinnes-1998-sb,"honey, figs, spices, citrus, stewed fruits and tomato","Single Malt from Speyside, Scotland",,47.9 % Vol.,Sansibar,Speyside,1998,,Benrinnes 1998 Sb,2013,,,"84,99$ 113,04 67,99",,Sherry Cask,,15 years old,233,,,Benrinnes,,700 ml,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,4
873,"apple pie, short finish due to low abv.",Chestnutoloroso sherry,87,nice dram. despite weak end.,"nuts, almond, little dry. mokka. coffee.",http://www.whiskybase.com/whisky/45300/benrinnes-1998-sb,"raisins, apple, cake, custard.","Single Malt from Speyside, Scotland",,47.9 % Vol.,Sansibar,Speyside,1998,,Benrinnes 1998 Sb,2013,,,"84,99$ 113,04 67,99",,Sherry Cask,,15 years old,233,,,Benrinnes,,700 ml,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,4
874,"peach, vanilla, carameland spun sugar",Jonquiripe corn,93,"tasted with JJ sample from Whiskybase, thanks Menno! takes a deep bow...","berries, yellow fruits, honey, creamy, cake baking mix, fantastic bourbon fruits, soft spices and waxy",http://www.whiskybase.com/whisky/42459/bunnahabhain-1973-arc,"bourbon fruits - apple, pearand peach, honey, dusty, creamy - advocaat andvanilla","Single Malt from Islay, Scotland",,50.6 % Vol.,Archives,Islay,03.1973,,Bunnahabhain 1973 Arc,04.2013,,,"245,00$ 325,85 196,00",,Butt,The Fishes of Samoa,40 years old,156,,3463,Bunnahabhain,,700 ml,95.00,91.33,92.00,85.00,94.00,92.80,93.00,95.00,56
875,langAprikosenmarmeladeAprikosenkerne (leicht bitter)etwas Rauch,Yellow gold,87,"Ranking: 1.Nase, 2. Abgang, 3. Munddie Nase ist recht interessant und angenehmder Mund verliert durch sprbaren Alkoholder Abgang ist lecker mit viel Aprikosenmarmelade und etwas Rauches fehlt an Spannung und Tiefeinsgesamt stolpert dieser Whisky an diversen Stellen und kann fr sein Alter und seinen Preis nicht berzeugen",NussmarzipanSchokoladenbreidann alkoholisches Brennen an der Zungemit Wasser nicht besser,http://www.whiskybase.com/whisky/42459/bunnahabhain-1973-arc,leicht rauchige KlebernoteAprikosenWaldmeister & KruterMandel & roher Kuchenteigmit Wasser deutlich fruchtiger (ser) und etwas maritimWaldmeister bleibt,"Single Malt from Islay, Scotland",,50.6 % Vol.,Archives,Islay,03.1973,,Bunnahabhain 1973 Arc,04.2013,,,"245,00$ 325,85 196,00",,Butt,The Fishes of Samoa,40 years old,156,,3463,Bunnahabhain,,700 ml,95.00,91.33,92.00,85.00,94.00,92.80,93.00,95.00,56
876,"Fruchtig wrmend, mittel bis lang",Jonquiripe corn,91,"Mit Wasser weniger Frucht, mehr Eiche.","Fruchtig, ssse Explosion, danach wrzig intensiv.",http://www.whiskybase.com/whisky/42459/bunnahabhain-1973-arc,"Sss salzig, helles Steinobst, Banane, die Brandung am Pier vor der Destille.","Single Malt from Islay, Scotland",,50.6 % Vol.,Archives,Islay,03.1973,,Bunnahabhain 1973 Arc,04.2013,,,"245,00$ 325,85 196,00",,Butt,The Fishes of Samoa,40 years old,156,,3463,Bunnahabhain,,700 ml,95.00,91.33,92.00,85.00,94.00,92.80,93.00,95.00,56
877,"Wrzig, fruchtig, gewaltig, salziges Meerwasser, welches auch etwas verweilt",Pale straw,87,"Ein weiteres tolles Beispiel aus der Zeit, als noch nicht (fast) alles von Islay peated mit mglichst vielen ppm's sein musste...","Bitterkeit von Apfelkernen, weitere Frchte",http://www.whiskybase.com/whisky/42459/bunnahabhain-1973-arc,"Mein erster Eindruck ist tatschlich Salz mit Apfel, gefolgt von Birne.Dann folgen Minze, Ledersohle, Tabak und Vanille!","Single Malt from Islay, Scotland",,50.6 % Vol.,Archives,Islay,03.1973,,Bunnahabhain 1973 Arc,04.2013,,,"245,00$ 325,85 196,00",,Butt,The Fishes of Samoa,40 years old,156,,3463,Bunnahabhain,,700 ml,95.00,91.33,92.00,85.00,94.00,92.80,93.00,95.00,56
878,"Long, spicy and zesty. Becomes slightly dry and ends velvety.",Pale gold,89,An excellent Bunna. Thank you Whiskybase for the sample.,Warming with citrus fruits (oranges and grapefruits) at first mouthfeel. Grassy and earthy with a wee bit of salt and hints of smoke and peat.,http://www.whiskybase.com/whisky/42459/bunnahabhain-1973-arc,"Starts sweet with lovely fruity and vanilla notes. Sesame brittle and sweet exotic fruit salad enriched with vanilla sugar. Also some Lush soap. A little bit of coconut, cake, a whiff of smoke and peat. An excellent nose.","Single Malt from Islay, Scotland",,50.6 % Vol.,Archives,Islay,03.1973,,Bunnahabhain 1973 Arc,04.2013,,,"245,00$ 325,85 196,00",,Butt,The Fishes of Samoa,40 years old,156,,3463,Bunnahabhain,,700 ml,95.00,91.33,92.00,85.00,94.00,92.80,93.00,95.00,56
879,I want to cry..,Yellow gold,93,Damn..,"Lost for words.. Can it really be this nice? Ok, get a hold of your self: again very waxy. Again a lot of fruit: melon, citrus (grapefruit). Everything coated in a layer of honey. A bit grassy and malty. Intense taste, very intense.",http://www.whiskybase.com/whisky/42459/bunnahabhain-1973-arc,"Give it time, and then.. Ow.. This nose is devine. It surpasses perfection. Very fruity, very full, very bunna, very subtle. Really great. Waxy. Fruits: red, white, dried, citrus, everything! Also honey, marzipan, vanilla. All perfectly in harmony.","Single Malt from Islay, Scotland",,50.6 % Vol.,Archives,Islay,03.1973,,Bunnahabhain 1973 Arc,04.2013,,,"245,00$ 325,85 196,00",,Butt,The Fishes of Samoa,40 years old,156,,3463,Bunnahabhain,,700 ml,95.00,91.33,92.00,85.00,94.00,92.80,93.00,95.00,56
880,"Finish is long and smoth, going from fading spices over alight oak taste to flaten out in a slightly grassy tone with a dry vanilla ending",Yellow gold,91,A very pleasant dram,"A smooth plesant vanilla sweetness at first, then slowly increasing peppery chili tones that stays for quite a while",http://www.whiskybase.com/whisky/42459/bunnahabhain-1973-arc,At first a mix of flowers and vanilla. There is also a thin nose of something wax-like. Furniture wax is the closest but still not exactly that. Also in the background a very elegant touch of smoke.,"Single Malt from Islay, Scotland",,50.6 % Vol.,Archives,Islay,03.1973,,Bunnahabhain 1973 Arc,04.2013,,,"245,00$ 325,85 196,00",,Butt,The Fishes of Samoa,40 years old,156,,3463,Bunnahabhain,,700 ml,95.00,91.33,92.00,85.00,94.00,92.80,93.00,95.00,56
881,"lang, dunkle Bitterschokolade, Salz, trocken>feine Beerensuee>weiche Lakritze+leichter Torfrauch>kalter Tabakrauch",Old gold,92,"ein old Taliskermen der als Stiefbruder auftritt,eindeutig made by the sea,aber viel trockene dunkle Bitterschokolade,eine sehr gelungene Komposition,der Hintergrund von Sommer+Krutern gefaellt,ebenso der schoene Beerenreigen,mit etwas mehr Geduld haette ich noch Kampfer +Johannisbeeren erschmecken knnen, so blieb es eine Ahnung","heies Salz aus dem Meer auf der Zunge, Rauch vom Torfgrill im Mund, der Pfeffer und die Erdbeeren mischen sich mit dem heien Meersalz,Deine Lippen schmecken nach Jod, Seetang+Kamille,warmeSchokolade dunkel+bitter mischt sich mit Himbeeren an deinem Gaumen..",http://www.whiskybase.com/whisky/44404/talisker-1985,"Salz+Meer im Sommer, heie Felsbrocken am Strand,bluehende Sommergraeser,zerriebene Kamilleblueten in warmen Haenden,Himbeeren im Korb, Erdbeeren mit Pfeffer","Single Malt from Islands, Scotland",,56.1 % Vol.,Distillery Bottling,Isle of Skye,1985,,Talisker 1985,2013,,,"536,80$ 713,94 429,44",5000281034539,,Natural Cask Strength - Maritime edition,27 years old,3000,,,Talisker,,700 ml,91.00,90.75,91.50,86.00,91.00,90.55,91.00,90.50,22
882,"Moyenne, toujours sur le profil caramel sal.",Amber,87,"Bien fait, pas mal du tout. Dommage quil soit rduit, sinon a aurait t de la bombe !(got en festival)","De liode, du caramel en tte.",http://www.whiskybase.com/whisky/50582/clynelish-1996-dl,"Du caramel sal (un profil que jaffectionne particulirement), mais qui svapore assez vite.","Single Malt from Highlands, Scotland",,48.4 % Vol.,Douglas Laing,Northern Highlands,10.1996,,Clynelish 1996 DL,10.2013,,,"83,48$ 111,03 66,78",,Refill Butt,Old Particular,17 years old,726,,DL 10033,Clynelish,,700 ml,0.00,86.11,0.00,0.00,0.00,0.00,0.00,0.00,11
883,"Nice, long finish on licquorice and quinine. Mildly drying.",Pale gold,85,"A nice Bladnoch, that is closer to Rosebank of St Magdalene than it is to the softer Lowlanders such as Auchentoshan or Glenkinchie. Around 100 EUR.","Oily and spicy on the palate. Pears, pineapple and a little lime. The peel, actually. Very waxy indeed. Wonderful oak, just sharp enough to counter the creaminess. Fine balance. Liquorice and white pepper. Quinine, too. Does not need water, but let me add a few drops. That makes it creamier still, but the fruit suffers a tad.",http://www.whiskybase.com/whisky/45753/bladnoch-1992-mos,"Well, after the first whiff, I do not exactly think of Lowland. This is sturdy stuff, closer to Highland in style if you ask me. Fatty nose on white and yellow fruit, potato skins, baking butter, candy floss and a hint of Turkish Delight. Well spiced. Adding water makes it sweeter and reminds me of creamy candy.","Single Malt from Lowlands, Scotland",,51.9 % Vol.,Malts of Scotland,Lowlands,06.1992,,Bladnoch 1992 MoS,05.2013,,,98.90$ 131.54 79.12,,Sherry Hogshead,,,156,,MoS 13038,Bladnoch,,700 ml,0.00,86.00,0.00,0.00,0.00,0.00,0.00,0.00,3
884,"pleasant dry finish,with chewy sweetness of blackcurrant wine gums.",Yellow gold,88,enjoy this bottle.,"the taste turns the juice into calvados, adding a some water ,plenty of aromatic wood, tobacco, bananas leafs.",http://www.whiskybase.com/whisky/51178/glentauchers-1989-smws-6329,"deep and woody aromas of chestnut,cedar pines,oak and cinnamon bark. some apple juice","Single Malt from Speyside, Scotland",,53.0 % Vol.,Scotch Malt Whisky Society,Speyside,12.1989,,Glentauchers 1989 SMWS 63.29,2013,,,"126,00$ 167,58 100,80",,Refill barrel,Charcuterie board in a carpenters workshop,23 years old,172,,63.29,Glentauchers,,700 ml,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,1
885,Not too much oak and a rather short finish.Water actually prolongs the finish a bit and delievers more oak which suits this malt very well.,Tawny,78,"I like Glendronach alot and I like sherry cask matured whisky in general but this one is not any good. It is unbalanced and lacks value for money. It is not a really bad whisky but mediocre at best.My advice would be to skip this one. Get a Parliament 21yo and a bottle from any batch of their Cask Strength series. Those two together are still cheaper and deliever a more rounded experience. And you get more whisky for your money.If you want massively sherried whiskies at a high cask strength and at any cost (financially and tastewise) though, then this one is for you.","Not that heavy as you might have thought after nosing. The alcohol is there, but not too disturbing. You get a massive sherry sweetness.Water brings subtle nutty notes.",http://www.whiskybase.com/whisky/44984/glendronach-1993,"The alcohol is there immediately. Hard to get through, behind it you will find the usual sherry influences as you would expect. And they are enormous. But the alcohol is present constantly and covers the details you might want to find.Water kills the impact of the alcohol and brings out more of the sherry fruityness.","Single Malt from Highlands, Scotland",,59.7 % Vol.,Distillery Bottling,Eastern Highlands,15.01.1993,,Glendronach 1993,10.2013,,,"155,00$ 206,15 124,00",5060088797518,Oloroso Sherry Butt,Single Cask,20 years old,626,La Maison du Whisky,30,Glendronach,,700 ml,0.00,91.43,0.00,0.00,0.00,0.00,0.00,0.00,9
886,Long with lots of fruitiness and woodspice,Yellow gold,87,Amazing single cask bottling!,"Amazing sweetness and tobacco again, burnt caramel, sweet spiciness, becoming more dry after some time, even slightly bitter",http://www.whiskybase.com/whisky/42605/dailuaine-1997-mcg,"Very sweet with pipe tobacco, ripe white grapes (almost must), vanilla, caramel and also some hay","Single Malt from Speyside, Scotland",,46.0 % Vol.,Douglas McGibbon,Speyside,Summer 1997,,Dailuaine 1997 McG,Spring 2013,,,"86,22$ 114,67 68,98",,Refill Hogshead,McGibbon's Provenance,15 years old,,,DMG 9641,Dailuaine,,700 ml,0.00,84.33,0.00,0.00,0.00,0.00,0.00,0.00,5
887,Medium long traveling from peppery spices to a woody bitter almond finale,Pale gold,78,,"Enters rather pale then growing vanilla, sweet spicy apricots",http://www.whiskybase.com/whisky/43072/imperial-1995-vw,"Light and crisp nose. There is Vanilla, Grass, Herbs, Honey, a little Mint cream and Sugar canes","Single Malt from Speyside, Scotland",,46.0 % Vol.,van Wees,Speyside,21.08.1995,,Imperial 1995 vW,04.06.2013,,,"44,00$ 58,52 35,20",,,The Ultimate,17 years old,351,,50134,Imperial,,700 ml,0.00,84.79,0.00,0.00,0.00,0.00,0.00,0.00,16
888,medium finish smoky and spicy,Pale straw,84,one of my favorite distillery's,"dry with pepper,a little bit of smoke and vanilla,spicy",http://www.whiskybase.com/whisky/43842/linkwood-1999-br,"Smoky fruit,fruity and vanilla","Single Malt from Speyside, Scotland",,46.0 % Vol.,Berry Bros & Rudd,Speyside,1999,,Linkwood 1999 BR,2013,,,67.50$ 89.78 54.00,,,Berrys',13 years old,,,11975,Linkwood,,700 ml,84.00,81.50,83.00,86.00,84.00,84.00,84.00,84.00,2
889,Medium long sweetness,Jonquiripe corn,79,,"Sweet with smoky nectarines, sweet almonds andvanilla",http://www.whiskybase.com/whisky/43842/linkwood-1999-br,Fruity and floral with clean and soft vanilla,"Single Malt from Speyside, Scotland",,46.0 % Vol.,Berry Bros & Rudd,Speyside,1999,,Linkwood 1999 BR,2013,,,67.50$ 89.78 54.00,,,Berrys',13 years old,,,11975,Linkwood,,700 ml,84.00,81.50,83.00,86.00,84.00,84.00,84.00,84.00,2
890,"der Sherry verliert, die fruchtige Leichtigkeit setzt sich durch .. eine Fruehlingswiese bleibt lange..",Yellow gold,91,bin begeistert,"die Tiefe des Sherrys mischt sich mit der Leichte des Lowlands, nichts stoert diese gelungen Melange.",http://www.whiskybase.com/whisky/40451/littlemill-1988-cwl,"wow.. ueppige Sherrynote, aber auch Vanille, Zitrus und Zimt... toll, kein Duft ist ueberlegernd","Single Malt from Lowlands, Scotland",,53.2 % Vol.,Chester Whisky & Liqueur Company,Lowlands,1988,,Littlemill 1988 CWL,2013,,,"179,00$ 238,07 143,20",,Sherry Hogshead,,25 years old,211,,,Littlemill,,700 ml,90.00,88.42,92.50,88.00,92.00,90.70,90.50,89.00,28
891,Long and lingering. Bitter-sweetness. Some fruity notes.,Old gold,90,Amazing how these Littlemill's of the late 1980's appear to be really good.,Rich oak. Stewed fruit. Raisins and dark coffee. A little pepper as well. Quite complex.,http://www.whiskybase.com/whisky/40451/littlemill-1988-cwl,"Lots of oloroso sweetness. Beeswax, shoe polish and some liquorice. Accessible but very enjoyable.","Single Malt from Lowlands, Scotland",,53.2 % Vol.,Chester Whisky & Liqueur Company,Lowlands,1988,,Littlemill 1988 CWL,2013,,,"179,00$ 238,07 143,20",,Sherry Hogshead,,25 years old,211,,,Littlemill,,700 ml,90.00,88.42,92.50,88.00,92.00,90.70,90.50,89.00,28
892,"orange, soft spices, fudgeand chocolate",Amontillad,85,tasted with JJ sample from Whiskybase,"syrup,fudge, worcestershire sauce, spices - pepper, herbs, orange and earthy",http://www.whiskybase.com/whisky/45527/glentauchers-2005-dr,"a bit young but full with orange - orange peel, citrus - lemon, apricot marmelade, tobacco and pine apple","Single Malt from Speyside, Scotland",,46.0 % Vol.,Dewar Rattray,Speyside,16.09.2005,,Glentauchers 2005 DR,17.09.2013,,,"53,50$ 71,16 42,80",,Sherry Puncheon,Individual Cask Bottling,08 years old,403,The Specialists` Choice - NL,900389 (Part),Glentauchers,,700 ml,83.50,84.50,85.00,87.00,84.00,84.85,86.00,84.50,6
893,,Jonquiripe corn,88,,"Uhlazen chu, ale rozhodn ne mdl. Vanilka, sherry, trochu lakov.(87 b)",http://www.whiskybase.com/whisky/41043/arran-16-year-old,"Slaouk sherry vn, vanilka, citrony. Zprvu jemn, potom postupn svz, pln, citrusov. Ndhera.(89 b)","Single Malt from Islands, Scotland",,46.0 % Vol.,Distillery Bottling,Arran,,,Arran 16-year-old,2013,,,"64,95$ 86,38 51,96",,Bourbon and Sherry cask,Pure by nature,16 years old,9000,,,Arran,,700 ml,88.00,85.60,86.00,83.00,86.00,86.40,88.00,85.00,45
894,,Amber,81,,"Sweetness spice, Crme Brule at first followed by bitter orange and charred oak.",http://www.whiskybase.com/whisky/41043/arran-16-year-old,Honey with hints of ginger and dark chocolate.,"Single Malt from Islands, Scotland",,46.0 % Vol.,Distillery Bottling,Arran,,,Arran 16-year-old,2013,,,"64,95$ 86,38 51,96",,Bourbon and Sherry cask,Pure by nature,16 years old,9000,,,Arran,,700 ml,88.00,85.60,86.00,83.00,86.00,86.40,88.00,85.00,45
895,Poivre et amertume persistante. Relativement long. Austre .,Pale straw,83,Beau nez!,Assez puissant et fort poivr. La bouche est austre compar au nez qui laisse imaginer un whisky plus fruit/ vgtal/doux. Un cran en-dessous du nez.,http://www.whiskybase.com/whisky/55115/tobermory-1996-cc,"Initialement fort vanill, le malt s'ouvre sur des notes citronnes , de la poire , du foin, une trace de fume , du minral (poussire de roche). Il est vif et parat plus jeune que l'ge annonc. Pas mal de sel, d'air marin.","Single Malt from Islands, Scotland",,58.8 % Vol.,Cooper's Choice,Isle of Mull,1996,,Tobermory 1996 CC,2014,,,"87,40$ 116,24 69,92",,Barrel,,17 years old,97,,487,Tobermory,,700 ml,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,3
896,"Petite amertume citronne, le poivre et le sel sont toujours trs prsents.",Pale straw,85,Le mlange poivr/sal est intressant.,"Bouche ronde et puissante, les fruits aciduls dominent ; accompagns par beaucoup de poivre et de quelques fruits blancs plus doux. De longs relents sals.",http://www.whiskybase.com/whisky/55115/tobermory-1996-cc,"Une lgre fume sche et sale. De la pelure de citron, et du foin.","Single Malt from Islands, Scotland",,58.8 % Vol.,Cooper's Choice,Isle of Mull,1996,,Tobermory 1996 CC,2014,,,"87,40$ 116,24 69,92",,Barrel,,17 years old,97,,487,Tobermory,,700 ml,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,3
897,"De longueur moyenne.vanescente avec beaucoup de classe, sur une agrable pointe d'amertume rglisse.",Pale straw,87,"Le nez est excellent et la suite n'est pas sans rserver de belles surprises. Un whisky volutif, si on peut dire, classe, complexe, parfum. Echantillon.","Attaque malte pleine et moelleuse. Le bois parle davantage ici: rglisse, caf. Les fruits sont derrire, un peu moins expressifs qu'au nez. Equilibre parfait.",http://www.whiskybase.com/whisky/43705/caperdonich-1995-whb,"Nez frais et fruit avec quelques notes de cire et de poussire qui donnent un relief campagnard assez agrable la corbeille de fruits frais qui dborde derrire. Melon, kiwi, citron de Sicile, fraise... Un peu de vinaigre aussi. Crme ptissire, frangipane chaude, tilleul, bois frachement coup. lgant, complexe, attirant.","Single Malt from Speyside, Scotland",,55.0 % Vol.,Whiskybroker.co.uk,Speyside,13.05.1995,,Caperdonich 1995 WhB,13.02.2013,,,"89,00$ 118,37 71,20",,Hogshead,Third Release,17 years old,230,,95068,Caperdonich,,700 ml,87.00,87.31,87.50,89.50,86.50,87.35,88.50,85.00,15
898,Rather short but complex with all the tastes fading out in light oaky bitter almond,Pale gold,87,An excellent and very priceworthy Caperdonich,"Enters with a delicious fruitiness, Sweet honey, apples, pears, white raisins at first, then som mild chili tones",http://www.whiskybase.com/whisky/43705/caperdonich-1995-whb,"Very fresh and fruity nose, Apples, Pears, Apricots, black bananas and fresh green grapes","Single Malt from Speyside, Scotland",,55.0 % Vol.,Whiskybroker.co.uk,Speyside,13.05.1995,,Caperdonich 1995 WhB,13.02.2013,,,"89,00$ 118,37 71,20",,Hogshead,Third Release,17 years old,230,,95068,Caperdonich,,700 ml,87.00,87.31,87.50,89.50,86.50,87.35,88.50,85.00,15
899,Un beau finish . Le malt semble s'vanouir lentement dans un fondu assez agrable . Une petite touche d'amertume donne envie de reprendre une petite gorge .,Jonquiripe corn,89,Magnifique. Initialement not 88 je vais le remonter d'un bon point.,"Fruit , superbement quilibre , frais et clean. Un beau dveloppement cralier qui n'est pas sans me rappeler mon Glencadam 10 ans que j'apprcie tant en t ... L'alcool est vraiment bien intgr . Beaucoup de douceur/armes fruits. C'est long avec un fade out magnifique tout en nuances.",http://www.whiskybase.com/whisky/43705/caperdonich-1995-whb,"Fruit et vgtal . Assez plaisant , rond . Des fruits exotiques, orange confite, cake, vanille . Un ct trs ptissier/confiserie.","Single Malt from Speyside, Scotland",,55.0 % Vol.,Whiskybroker.co.uk,Speyside,13.05.1995,,Caperdonich 1995 WhB,13.02.2013,,,"89,00$ 118,37 71,20",,Hogshead,Third Release,17 years old,230,,95068,Caperdonich,,700 ml,87.00,87.31,87.50,89.50,86.50,87.35,88.50,85.00,15
900,"Banana, vanilla, caramel, tangerine and mint. Though the taste is mainly sweet, the finish quickly becomes dryer.",Jonquiripe corn,86,Sample from Whiskybase.,"Banana, vanilla, apple, tangerine, caramel, cinnamon and straw. With water a bourbon-like mint note as well.",http://www.whiskybase.com/whisky/43705/caperdonich-1995-whb,"Banana, vanilla, caramel, honey, mango, fig, tangerine, cinnamon and oaky spice.","Single Malt from Speyside, Scotland",,55.0 % Vol.,Whiskybroker.co.uk,Speyside,13.05.1995,,Caperdonich 1995 WhB,13.02.2013,,,"89,00$ 118,37 71,20",,Hogshead,Third Release,17 years old,230,,95068,Caperdonich,,700 ml,87.00,87.31,87.50,89.50,86.50,87.35,88.50,85.00,15
901,"Assez longue, la finale s'estompe lentement, toujours sur les fruits exotiques. Le poivre picote le fond de la gorge.",Yellow gold,90,"Une explosion de fruits exotiques et d'pices, avec comme vedette... la banane bien videmment. C'est vachement bon et les armes sont bien puissants.","Bouche dans la continuit directe du nez: de la banane lourdement sucre avant tout, des soupons d'ananas, de la cannelle, un peu de poivre. L'alcool est perceptible mais bien intgr.",http://www.whiskybase.com/whisky/43705/caperdonich-1995-whb,"Un nez qui a la banane ! ;-)De la banane, de la mandarine, de la banane, de la mangue, de la banane, des senteurs de fruits exotiques sucrs, et.... encore un peu de banane.","Single Malt from Speyside, Scotland",,55.0 % Vol.,Whiskybroker.co.uk,Speyside,13.05.1995,,Caperdonich 1995 WhB,13.02.2013,,,"89,00$ 118,37 71,20",,Hogshead,Third Release,17 years old,230,,95068,Caperdonich,,700 ml,87.00,87.31,87.50,89.50,86.50,87.35,88.50,85.00,15
902,"Long, mostly zesty citrus fruit aromas.",Yellow gold,88,"Very good Dalmore, congratulations Cadenhead.","Wow, what a perfect first mouthfeel ! Clean fruity attack on the tongue and after swallowing notes of sandalwood are coming up. Lots of citrus fruits, ice tea and spices. Lecker!",http://www.whiskybase.com/whisky/43358/dalmore-1989-ca,"Intensive notes of fruit esters (shower gel, perfumed soap) and solvents at first nosing - grapefruit zest, apple peels and paint thinner. In addition I get sweet overripe bananas and grassy notes with vanilla in the background. All together a very nice nose.","Single Malt from Highlands, Scotland",,46.6 % Vol.,Cadenhead,Northern Highlands,1989,,Dalmore 1989 CA,2013,,,"117,95$ 156,87 94,36",,Bourbon Barrel,Small Batch,24 years old,312,,,Dalmore,,700 ml,0.00,87.18,0.00,0.00,0.00,0.00,0.00,0.00,19
903,Quite long. Green apples. Bitterness and spicy.,Yellow gold,88,"An interesting Dalmore. The expectations of the nose unfortunately are not fulfilled in the palate. However, these small batches are much better than the Cadenheads of the last decade. Has thearrival of Mark Watt something to do with that?",Juicy and creamy. Spicy kick of pepper and nutmeg.However it seems the fruit have dissappeard except from some citrus fruit. More grassy and oaky notes than expected. Nutiness. Becomes very bitter later on.,http://www.whiskybase.com/whisky/43358/dalmore-1989-ca,Very sweet but complex nose. Tangerines and pineapple. Canned Del Monte bananas.I like this style. Also sweet barley and floral notes. Promising.,"Single Malt from Highlands, Scotland",,46.6 % Vol.,Cadenhead,Northern Highlands,1989,,Dalmore 1989 CA,2013,,,"117,95$ 156,87 94,36",,Bourbon Barrel,Small Batch,24 years old,312,,,Dalmore,,700 ml,0.00,87.18,0.00,0.00,0.00,0.00,0.00,0.00,19
